Id,SalePrice
1461,96388.91220092773
1462,99063.9877319336
1463,120257.89260864258
1464,115155.83038330078
1465,104987.64038085938
1466,104648.01788330078
1467,107498.56948852539
1468,91466.76063537598
1469,108831.787109375
1470,90753.72695922852
1471,128047.38998413086
1472,62541.40853881836
1473,62853.403091430664
1474,86362.12348937988
1475,65339.70355987549
1476,176947.78442382812
1477,134604.9690246582
1478,151224.6799468994
1479,148047.16110229492
1480,314458.52279663086
1481,183058.3381652832
1482,104563.00735473633
1483,105056.66732788086
1484,91871.01364135742
1485,96044.08264160156
1486,106128.10134887695
1487,194673.36654663086
1488,154040.46058654785
1489,106544.68536376953
1490,141762.8002166748
1491,110222.42546081543
1492,79713.81187438965
1493,107224.65515136719
1494,154140.16723632812
1495,175959.77783203125
1496,150735.16845703125
1497,105845.56579589844
1498,77532.91130065918
1499,75600.20446777344
1500,77097.98336029053
1501,85280.10368347168
1502,69038.4578704834
1503,167113.83819580078
1504,141773.32878112793
1505,150367.5937652588
1506,145594.97833251953
1507,184941.92123413086
1508,138172.52159118652
1509,98315.6967163086
1510,104982.50961303711
1511,102011.8236541748
1512,129971.38977050781
1513,99680.09948730469
1514,118129.4059753418
1515,137482.9387664795
1516,107255.66864013672
1517,89315.58609008789
1518,117263.39340209961
1519,146857.94830322266
1520,91167.16384887695
1521,96480.31234741211
1522,114562.35885620117
1523,81061.01989746094
1524,80251.39808654785
1525,76919.77977752686
1526,81999.08256530762
1527,79992.21801757812
1528,89244.53735351562
1529,95648.28872680664
1530,123667.50717163086
1531,89686.53678894043
1532,64612.99419403076
1533,105091.91513061523
1534,76413.23566436768
1535,102283.61129760742
1536,75292.47283935547
1537,83896.22688293457
1538,91256.53266906738
1539,116916.79000854492
1540,97574.84436035156
1541,97942.33322143555
1542,100350.45623779297
1543,109060.07766723633
1544,63823.08006286621
1545,70260.8585357666
1546,81489.7346496582
1547,85301.25617980957
1548,85623.18801879883
1549,85181.43653869629
1550,95302.57225036621
1551,84124.66049194336
1552,104384.82284545898
1553,99263.97323608398
1554,64820.36590576172
1555,118699.4457244873
1556,76271.48628234863
1557,81586.38000488281
1558,66098.86169433594
1559,79476.7713546753
1560,102159.62409973145
1561,110764.10293579102
1562,78516.29257202148
1563,80027.8377532959
1564,123800.91667175293
1565,100767.5838470459
1566,139051.0368347168
1567,75512.41874694824
1568,148515.1767730713
1569,111766.0903930664
1570,83662.23335266113
1571,73487.37239837646
1572,100851.37367248535
1573,130209.81788635254
1574,98874.54986572266
1575,143414.34478759766
1576,165385.72311401367
1577,100462.77046203613
1578,101596.58432006836
1579,94090.15655517578
1580,106338.54866027832
1581,96116.98150634766
1582,79072.17025756836
1583,227111.5493774414
1584,145656.73828125
1585,78908.23364257812
1586,61432.1231842041
1587,70986.72866821289
1588,98263.5498046875
1589,89439.77355957031
1590,80932.38830566406
1591,65921.61178588867
1592,80925.59814453125
1593,77606.76383972168
1594,98533.64944458008
1595,90774.8794555664
1596,122655.04837036133
1597,127978.42025756836
1598,117201.08985900879
1599,96459.2170715332
1600,97192.82150268555
1601,60735.87417602539
1602,89319.01931762695
1603,69636.75498962402
1604,180604.95376586914
1605,134685.57357788086
1606,105506.57272338867
1607,157072.22938537598
1608,113969.12574768066
1609,95308.60900878906
1610,88551.25427246094
1611,98207.34024047852
1612,111449.26071166992
1613,118105.13496398926
1614,79416.14627838135
1615,59701.738357543945
1616,54543.87664794922
1617,60637.54081726074
1618,74773.0541229248
1619,92930.33599853516
1620,148876.2092590332
1621,93991.73736572266
1622,91458.6353302002
1623,143891.4966583252
1624,144844.18869018555
1625,86295.68099975586
1626,115970.26824951172
1627,116557.97004699707
1628,154202.47077941895
1629,89756.08825683594
1630,267363.9678955078
1631,112802.15263366699
1632,139626.27410888672
1633,89434.70001220703
1634,103473.30093383789
1635,98335.7048034668
1636,88536.16714477539
1637,134638.090133667
1638,128218.78433227539
1639,124605.45539855957
1640,153808.45069885254
1641,116104.85076904297
1642,123534.2788696289
1643,124248.20899963379
1644,120207.33833312988
1645,153405.39932250977
1646,99464.94102478027
1647,98693.25637817383
1648,89151.51596069336
1649,82729.45404052734
1650,88670.97854614258
1651,84771.37565612793
1652,59730.88264465332
1653,61172.67608642578
1654,84972.68676757812
1655,84355.28755187988
1656,81531.65817260742
1657,84903.52630615234
1658,84605.22651672363
1659,68944.74029541016
1660,95724.25842285156
1661,224641.20864868164
1662,211464.9772644043
1663,221985.53085327148
1664,310656.50939941406
1665,168444.06127929688
1666,181185.76049804688
1667,186195.62149047852
1668,193118.19076538086
1669,147310.29510498047
1670,180041.79000854492
1671,165051.36489868164
1672,266833.0192565918
1673,156441.61224365234
1674,158113.39378356934
1675,115763.79776000977
1676,130652.2274017334
1677,112340.04974365234
1678,300417.2897338867
1679,216961.25030517578
1680,192333.69827270508
1681,118296.22268676758
1682,162621.87957763672
1683,116862.48779296875
1684,96551.45645141602
1685,93388.00430297852
1686,93208.84704589844
1687,86432.41882324219
1688,101388.26370239258
1689,107225.09384155273
1690,100053.29132080078
1691,92687.16812133789
1692,133972.17750549316
1693,86406.98432922363
1694,99669.17991638184
1695,82530.80368041992
1696,163393.85986328125
1697,82945.13702392578
1698,214972.22900390625
1699,170299.58724975586
1700,142197.14164733887
1701,156130.14221191406
1702,165107.59353637695
1703,143317.37518310547
1704,180726.7189025879
1705,121065.38772583008
1706,296506.9007873535
1707,114159.74617004395
1708,122288.0744934082
1709,154196.83456420898
1710,125980.84449768066
1711,136040.8592224121
1712,156472.11074829102
1713,174080.37185668945
1714,136276.52168273926
1715,109466.95327758789
1716,102103.90090942383
1717,92033.14781188965
1718,75399.35111999512
1719,113831.42471313477
1720,138520.96557617188
1721,102697.25799560547
1722,83474.60746765137
1723,103786.67831420898
1724,134883.13674926758
1725,134372.53952026367
1726,108258.3236694336
1727,99782.14263916016
1728,100955.82008361816
1729,94885.25390625
1730,95381.2026977539
1731,84024.58190917969
1732,99473.57177734375
1733,86524.70588684082
1734,83567.82913208008
1735,77305.20248413086
1736,74075.07419586182
1737,229203.1478881836
1738,130710.06774902344
1739,223641.20483398438
1740,164982.47146606445
1741,122993.75534057617
1742,85745.17250061035
1743,88466.57752990723
1744,174171.7529296875
1745,125424.95727539062
1746,119334.04922485352
1747,141369.34280395508
1748,153791.91398620605
1749,104673.17581176758
1750,96600.15106201172
1751,147084.62715148926
1752,74803.03764343262
1753,114928.53164672852
1754,136003.66592407227
1755,108997.39265441895
1756,85899.81079101562
1757,73535.36605834961
1758,109468.89877319336
1759,117985.90660095215
1760,110456.21871948242
1761,111132.3356628418
1762,112915.04859924316
1763,103863.51585388184
1764,79510.8413696289
1765,128884.74464416504
1766,135098.09494018555
1767,144591.23611450195
1768,94982.13768005371
1769,95984.34448242188
1770,85205.27839660645
1771,85548.79188537598
